domain,id,group_std,weighted_divergence,deltaQ,conflict_strength
arxiv,BkiUbAE5i7PA9OgJC22W,0.24147181166733625,0.8733440186251827,0.03197211511847042,-0.2047975920740685
arxiv,BkiUbybxK19JmejM8HP8,0.23309790527879362,1.3683837024120713,0.024398507012660997,0.5704756892468466
arxiv,BkiUgKbxK7Tt522WdVLV,0.2078881610556867,1.2373958088877526,0.017971018296216723,-0.0962030127760002
arxiv,BkiUdZE5qsMAI4khReue,0.24606519235813157,1.4588098937215543,0.032513498645271977,1.0604157437496138
arxiv,BkiUcO7xK0iCl7UGWjGg,0.20669906750838093,1.0404685413166517,0.030023507416064632,-0.2647967415526181
arxiv,BkiUfYQ5qhDCjWqnQ3hH,0.23300661786004098,1.3352643242441016,0.024949171145319027,0.5126998193140764
arxiv,BkiUeZrxK4tBVicoD6Ga,0.1629983002370678,0.8333959659664987,0.021227709277313322,-1.3307295311168832
arxiv,BkiUfe85qhLBfzo2pOli,0.16112830122895705,0.718729585044878,0.004860456558346882,-1.9252800620413164
arxiv,BkiUdu85qYVBhn-WmWnJ,0.2553282940894554,1.5691284050492988,0.006055069094554999,0.8369161877425747
arxiv,BkiUddg5qhLBXQtDHM5m,0.25255557152609825,1.5080851370516848,0.006927874287447566,0.700229230529561
arxiv,BkiUeJk25YjgKNDlWMnH,0.25843573534076225,1.4871063907069169,0.034940019653121546,1.2983888498303777
arxiv,BkiUdmg5qYVBXTJ3BsEF,0.23479265711112626,1.4321026137677273,0.021618097944484327,0.6619064581728447
arxiv,BkiUdd05qWTA8JC6STHR,0.19240757331348166,0.8509129451147488,0.022146558958185292,-0.9678532634468549
arxiv,BkiUd4g4dbghUyoCIbIC,0.2511179610302259,1.4688278295664468,0.034012467180789985,1.1649567791951938
arxiv,BkiUfs_xK6mkyCfOErHR,0.2193986749327138,1.1834642658821595,0.016309209768437638,-0.1212286214588511
arxiv,BkiUfK425V5jQ-dgBK4F,0.2224700933595019,1.2530475686375864,0.008287275257602977,-0.11180760980559477
arxiv,BkiUdZI5qWTA_H8tsybT,0.20633251549879608,0.8916544611982601,0.020791737771300056,-0.7662503068251081
arxiv,BkiUd3E5qoTBB2nxJLAl,0.23216495922034686,1.3803716594423276,0.0004568424536879334,0.0898272347889888
arxiv,BkiUdx05qsBDH65QVtNl,0.22956457212228593,1.343955700990144,0.01232099375140161,0.23318491756588774
arxiv,BkiUcD_xK7kjXIdG9gHx,0.24065264549199933,0.991019016952442,0.02918614552126053,-0.028652547302950693
arxiv,BkiUdKzxK6Ot9WA5hefz,0.21411917628313018,1.052141440230456,0.0030355200424524442,-0.7217343420350856
arxiv,BkiUd1E5qsMAIzZBdsn6,0.2349642180955,0.9483989695865161,0.02352762505953998,-0.2930995241405227
arxiv,BkiUdbA5qhLBWAiyVCvb,0.2108133262715349,1.0505740612528454,0.0007996187644275787,-0.8058411251909379
arxiv,BkiUczvxK3YB9i3RKhUS,0.2591169460395933,1.081234977933324,0.029688689374702926,0.36080914594731894
arxiv,BkiUbZjxK5YsWR0Kh47-,0.2061542359420381,1.1908939308162767,0.016768108106615776,-0.23503252182189668
